Icon,Date/Time,Description,"Event Type"
true,"1999-02-25 12:34:54","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/npds.zip/NPDS/npDSJavaPeer.class","File Modified"
true,"1999-02-25 12:34:58","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/npds.zip/NPDS/npDSEvtObsProxy.class","File Modified"
true,"1998-06-05 07:12:20","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14578_.GIF","File Modified"
true,"1998-06-05 07:12:20","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14579_.GIF","File Modified"
true,"1998-06-05 07:12:22","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14580_.GIF","File Modified"
true,"1998-06-05 07:12:22","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14581_.GIF","File Modified"
true,"1998-06-05 07:12:22","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14582_.GIF","File Modified"
true,"1998-06-05 07:12:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14583_.GIF","File Modified"
true,"1998-06-05 07:21:00","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14654_.GIF","File Modified"
true,"1998-06-05 07:21:00","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14655_.GIF","File Modified"
true,"1998-03-11 10:15:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/BABY_01.MID","File Modified"
true,"1998-06-05 07:21:02","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14656_.GIF","File Modified"
true,"1998-06-05 07:21:26","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14691_.GIF","File Modified"
true,"2001-08-17 18:24:44","/WINDOWS/system32/drivers/nikedrv.sys","File Created"
true,"1998-06-05 07:21:26","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14692_.GIF","File Modified"
true,"1999-10-13 07:49:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD00146_.WMF","File Modified"
true,"1998-03-15 22:50:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD00155_.WMF","File Modified"
true,"1998-06-05 07:21:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14693_.GIF","File Modified"
true,"1998-03-15 11:07:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14982_.GIF","File Modified"
true,"1998-03-15 22:50:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD00160_.WMF","File Modified"
true,"1998-03-15 11:07:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14983_.GIF","File Modified"
true,"1998-03-15 22:49:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD00173_.WMF","File Modified"
true,"1998-03-15 11:07:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14984_.GIF","File Modified"
true,"1998-03-15 11:07:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14985_.GIF","File Modified"
true,"2001-03-21 14:08:08","/Program Files/Microsoft Office/Office12/MSCAL.DEP","File Modified"
true,"1997-07-12 04:37:00","/Program Files/Microsoft Office/Office12/MSCAL.HLP","File Modified"
true,"1998-04-04 04:28:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15018_.GIF","File Modified"
true,"1998-06-05 07:26:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15019_.GIF","File Modified"
true,"1998-03-15 11:05:44","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15020_.GIF","File Modified"
true,"1998-03-15 11:05:42","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15021_.GIF","File Modified"
true,"2000-04-04 02:13:38","/Program Files/Microsoft Office/Office12/MSN.ICO","File Modified"
true,"1998-03-15 11:05:40","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15022_.GIF","File Modified"
true,"1998-03-15 11:05:38","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15023_.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107308.WMF","File Modified"
true,"1998-06-05 07:27:18","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15056_.GIF","File Modified"
true,"2001-08-17 17:11:22","/WINDOWS/system32/drivers/pcntpci5.sys","File Modified"
true,"1998-06-05 07:27:18","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15057_.GIF","File Modified"
true,"1998-06-05 07:27:20","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15058_.GIF","File Modified"
true,"1998-03-15 11:03:26","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15059_.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107342.WMF","File Modified"
true,"1998-03-15 11:03:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15060_.GIF","File Modified"
true,"1998-03-15 11:03:22","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15061_.GIF","File Modified"
true,"1998-06-05 07:28:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15132_.GIF","File Modified"
true,"1998-06-05 07:28:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15133_.GIF","File Modified"
true,"1998-06-05 07:28:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15134_.GIF","File Modified"
true,"1998-06-05 07:28:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15135_.GIF","File Modified"
true,"2000-02-21 16:15:42","/WINDOWS/system32/dllcache/npdrmv2.zip/npdrmv2.class","File Modified"
true,"1999-02-25 12:34:54","/WINDOWS/system32/dllcache/npds.zip/NPDS/npDSJavaPeer.class","File Modified"
true,"1998-06-05 07:28:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15136_.GIF","File Modified"
true,"1999-02-25 12:34:58","/WINDOWS/system32/dllcache/npds.zip/NPDS/npDSEvtObsProxy.class","File Modified"
true,"1999-02-25 12:34:52","/WINDOWS/system32/dllcache/npds.zip/NPDS/npDSEvtInterface.class","File Modified"
true,"1998-06-05 07:28:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15168_.GIF","File Modified"
true,"1998-06-05 07:28:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15169_.GIF","File Modified"
true,"1998-06-05 07:28:54","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15170_.GIF","File Modified"
true,"1998-03-15 10:58:18","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15171_.GIF","File Modified"
true,"1998-06-05 07:28:54","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD15172_.GIF","File Modified"
true,"1998-03-12 23:46:40","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21301_.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107482.WMF","File Modified"
true,"1998-03-12 23:46:38","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21302_.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107484.WMF","File Modified"
true,"1998-03-12 23:46:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21304_.GIF","File Modified"
true,"1998-03-12 23:46:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21306_.GIF","File Modified"
true,"1998-03-12 23:46:12","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21308_.GIF","File Modified"
true,"1998-03-12 23:46:08","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21310_.GIF","File Modified"
true,"1998-03-12 23:46:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21312_.GIF","File Modified"
true,"1998-03-12 23:45:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21314_.GIF","File Modified"
true,"1998-03-12 23:45:38","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21327_.GIF","File Modified"
true,"1998-03-12 23:45:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21329_.GIF","File Modified"
true,"1998-03-12 23:45:26","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21331_.GIF","File Modified"
true,"1998-03-12 23:45:18","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21333_.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107712.WMF","File Modified"
true,"1998-03-12 23:45:12","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21335_.GIF","File Modified"
true,"1998-03-12 23:45:10","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21337_.GIF","File Modified"
true,"1998-03-12 23:45:06","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21339_.GIF","File Modified"
true,"1998-06-05 07:12:44","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21342_.GIF","File Modified"
true,"1998-06-05 07:12:44","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21343_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099170.WMF","File Modified"
true,"1998-06-05 07:12:46","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21344_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099171.WMF","File Modified"
true,"1998-06-05 07:25:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21364_.GIF","File Modified"
true,"2001-08-17 18:48:00","/WINDOWS/system32/drivers/mouhid.sys","File Created"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099172.WMF","File Modified"
true,"1998-03-10 09:51:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00004_.GIF","File Modified"
true,"1998-06-05 07:25:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21365_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099173.WMF","File Modified"
true,"1998-03-10 09:52:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00011_.GIF","File Modified"
true,"1998-06-05 07:25:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21366_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099174.WMF","File Modified"
true,"1998-03-10 09:52:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00021_.GIF","File Modified"
true,"1998-06-05 07:26:56","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21375_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099175.WMF","File Modified"
true,"1998-03-10 09:52:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00037_.GIF","File Modified"
true,"1998-06-05 07:26:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21376_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099176.WMF","File Modified"
true,"1998-06-05 07:26:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21377_.GIF","File Modified"
true,"1999-11-20 06:11:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00038_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099177.WMF","File Modified"
true,"1998-03-10 09:51:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00040_.GIF","File Modified"
true,"1998-06-05 07:28:06","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21398_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099178.WMF","File Modified"
true,"1998-03-11 09:34:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00052_.GIF","File Modified"
true,"1998-06-05 07:28:08","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21399_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099179.WMF","File Modified"
true,"1998-03-10 09:53:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00057_.GIF","File Modified"
true,"1998-06-05 07:28:08","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21400_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099180.WMF","File Modified"
true,"1998-03-17 06:43:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00090_.GIF","File Modified"
true,"1998-06-05 07:30:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21421_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099181.WMF","File Modified"
true,"1998-03-17 06:43:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00092_.GIF","File Modified"
true,"1998-06-05 07:30:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21422_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099182.WMF","File Modified"
true,"1998-03-15 19:53:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00103_.GIF","File Modified"
true,"1998-06-05 07:30:36","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21423_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099183.WMF","File Modified"
true,"1998-03-11 01:33:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00120_.GIF","File Modified"
true,"1998-06-05 07:12:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21433_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099184.WMF","File Modified"
true,"1998-03-17 06:42:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00126_.GIF","File Modified"
true,"1998-06-05 07:12:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21434_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099185.JPG","File Modified"
true,"1998-03-17 06:42:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00129_.GIF","File Modified"
true,"1998-06-05 07:12:54","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21435_.GIF","File Modified"
true,"1998-03-17 06:41:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00130_.GIF","File Modified"
true,"1998-06-05 07:25:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21480_.GIF","File Modified"
true,"1998-08-05 05:49:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099186.JPG","File Modified"
true,"1998-03-17 06:41:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00135_.GIF","File Modified"
true,"1998-06-05 07:25:32","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD21481_.GIF","File Modified"
true,"1998-08-05 05:49:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099187.JPG","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099188.JPG","File Modified"
true,"1998-03-17 06:41:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00139_.GIF","File Modified"
true,"1998-06-10 04:27:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115843.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099189.JPG","File Modified"
true,"1998-03-17 06:41:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00142_.GIF","File Modified"
true,"1998-06-10 04:27:30","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115844.GIF","File Modified"
true,"2001-08-17 18:24:46","/WINDOWS/system32/drivers/rio8drv.sys","File Created"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099190.JPG","File Modified"
true,"1998-03-11 09:53:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00154_.GIF","File Modified"
true,"1998-06-10 04:27:50","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115864.GIF","File Modified"
true,"2001-08-17 18:24:46","/WINDOWS/system32/drivers/riodrv.sys","File Created"
true,"2001-08-18 03:36:42","/WINDOWS/system32/dvdplay.exe","File Created"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099191.JPG","File Modified"
true,"1998-03-11 09:53:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00157_.GIF","File Modified"
true,"1998-06-10 04:27:50","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115865.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099192.GIF","File Modified"
true,"1998-03-11 09:52:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00158_.GIF","File Modified"
true,"1998-06-10 04:27:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115866.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099193.GIF","File Modified"
true,"1998-03-11 09:52:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00160_.GIF","File Modified"
true,"1998-06-10 04:27:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115867.GIF","File Modified"
true,"2000-11-30 11:57:42","/Program Files/Common Files/Microsoft Shared/OFFICE12/HTML/XMLLINKS/1033/CONTEXT.XML","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099194.GIF","File Modified"
true,"1998-03-11 09:52:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00161_.GIF","File Modified"
true,"1998-06-10 04:27:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/J0115868.GIF","File Modified"
true,"2000-12-21 06:30:32","/Program Files/Common Files/Microsoft Shared/OFFICE12/HTML/XMLLINKS/1033/CSDEBUG.XML","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099195.GIF","File Modified"
true,"1998-03-14 06:34:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00163_.GIF","File Modified"
true,"1998-06-05 07:22:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14753_.GIF","File Modified"
true,"2000-12-21 06:29:02","/Program Files/Common Files/Microsoft Shared/OFFICE12/HTML/XMLLINKS/1033/CSENVIR.XML","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099196.GIF","File Modified"
true,"1998-03-11 09:52:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00164_.GIF","File Modified"
true,"1998-06-05 07:22:34","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14754_.GIF","File Modified"
true,"2000-11-30 11:57:42","/Program Files/Common Files/Microsoft Shared/OFFICE12/HTML/XMLLINKS/1033/MSDNTRN.XML","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099197.GIF","File Modified"
true,"1998-03-11 09:51:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00165_.GIF","File Modified"
true,"1998-03-15 11:17:42","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14755_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099198.GIF","File Modified"
true,"1998-03-11 09:51:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00167_.GIF","File Modified"
true,"1998-06-05 07:22:36","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14756_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099199.GIF","File Modified"
true,"1998-03-11 09:51:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00169_.GIF","File Modified"
true,"1998-06-05 07:22:36","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14757_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099200.GIF","File Modified"
true,"1998-03-10 03:40:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01039_.WMF","File Modified"
true,"1998-06-05 07:22:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14790_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099201.GIF","File Modified"
true,"1998-03-10 03:38:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01044_.WMF","File Modified"
true,"1998-06-05 07:22:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14791_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099202.GIF","File Modified"
true,"1998-03-10 04:45:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01084_.WMF","File Modified"
true,"1998-06-05 07:22:58","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14792_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099203.GIF","File Modified"
true,"1998-03-09 23:58:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01216_.WMF","File Modified"
true,"1998-06-05 07:23:00","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14793_.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099204.WMF","File Modified"
true,"1998-03-09 23:58:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01218_.WMF","File Modified"
true,"1998-06-05 07:23:00","/Program Files/Microsoft Office/MEDIA/OFFICE12/BULLETS/BD14794_.GIF","File Modified"
true,"1998-03-09 21:43:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00428_.WMF","File Modified"
